NM_DOCENTE,GENERO
JOHN HERBERT BOLENDER,Male
TUDOR MIHAI BAETU,NA
BERNARDO CARVALHO OLIVEIRA,Male
ANGELO APARECIDO ZANONI RAMOS,Male
MARIA CRISTINA THEOBALDO,Female
SARA JULIANA POZZER DA SILVEIRA,Female
WENDELL EVANGELISTA SOARES LOPES,Male
SILAS BORGES MONTEIRO,Male
ALBERTO SEBASTIAO DE ARRUDA,Male
BERNARDO GONCALVES ALONSO,Male
WALTER GOMIDE DO NASCIMENTO JUNIOR,Male
GABRIEL JOSE CORREA MOGRABI,Male
GUILHERME GHIZONI DA SILVA,Male
CRISTIANO NOVAES DE REZENDE,Male
MAXIME ROVERE,Male
MARIANA LAGE MIRANDA,Female
FABIO ABREU DOS PASSOS,Male
JOSE RICARDO BARBOSA DIAS,Male
SYLVIO DE SOUSA GADELHA COSTA,Male
ALBERTO DIAS GADANHA,Male
SAMIR BEZERRA GORSKY,Male
HENNY ANDRE LUCRECE BLOMME,Female
FRANCISCO DE ASSIS VALE CAVALCANTE FILHO,Male
NILO CESAR BATISTA DA SILVA,Male
RAFAEL DA SILVA PAES HENRIQUES,Male
MATTHEW STEPHEN WOOD,Male
CELIA CRISTINA PATRICIO TEIXEIRA,Female
LUIS CESAR FERNANDES DE OLIVEIRA,Male
ROBERTO CESAR ZARCO CAMARA,Male
TAIS SILVA PEREIRA,Female
FELIPE GONCALVES PINTO,Male
MARIANA ARAUJO LAMEGO,Female
RAFAEL MELLO BARBOSA,Male
EDUARDO AUGUSTO GIGLIO GATTO,Male
FABIO SAMPAIO DE ALMEIDA,Male
MARIA CRISTINA GIORGI,Female
NARA MARIA CARLOS DE SANTANA,Female
MARCELA BORGES MARTINEZ,Female
TALITA DE OLIVEIRA,Female
ANTONIO MAURICIO CASTANHEIRA DAS NEVES,Male
JOAO ANDRE FERNANDES DA SILVA,Male
IGOR KRTOLICA,Male
ALEX DE CAMPOS MOURA,Male
EVAN ROBERT KEELING,NA
LUIZ HENRIQUE DA CRUZ SILVESTRINI,Male
PAULO CESAR RODRIGUES,Male
NIKLAS HEBING,Male
PEDRO PROSCURCIN JUNIOR,Male
IZILDA CRISTINA JOHANSON,Female
TIAGO TRANJAN,Male
PATRICIA FONTOURA ARANOVICH,Female
JOSE EDUARDO FREITAS PORCHER,Male
EDUARDO RIBEIRO DA FONSECA,Male
LEO PERUZZO JUNIOR,Male
DAVIDE SCARSO,Male
ANA RIEGER SCHMIDT,Female
JOSE CARLOS BARACAT JUNIOR,Male
LUIS EDUARDO XAVIER RUBIRA,Male
JULIANO SANTOS DO CARMO,Male
ROGEL ESTEVES DE OLIVEIRA,Male
MARIA CECILIA PEDREIRA DE ALMEIDA,Female
RODRIGO DE ALVARENGA FREIRE,Male
ALEXANDRE FERNANDES BATISTA COSTA LEITE,Male
PHILIPPE CLAUDE THIERRY LACOUR,Male
MATHEUS DE MESQUITA SILVEIRA,Male
MATEUS SALVADORI,Male
JANETE MARIA BONFANTI,Female
ANASTACIO BORGES DE ARAUJO JUNIOR,Male
MARCOS FANTON,Male
FILIPE AUGUSTO BARRETO CAMPELLO DE MELO,Male
SANDRO COZZA SAYAO,Male
SANDRO MARCIO MOURA DE SENA,Male
THIAGO ANDRE MOURA DE AQUINO,Male
MARTA LUZIE DE OLIVEIRA FRECHEIRAS,Female
CRISTIANE NEGREIROS ABBUD AYOUB,Female
LUIZ FERNANDO BARRERE MARTIN,Male
DANIEL PANSARELLI,Male
FERNANDO COSTA MATTOS,Male
ANASTASIA GUIDI,Female
PATRICIA DEL NERO VELASCO,Female
RENATO RODRIGUES KINOUCHI,Male
MIRIAM MESQUITA SAMPAIO DE MADUREIRA,Female
RENATO MATOSO RIBEIRO GOMES BRANDAO,Male
FRANCISCO JOZIVAN GUEDES DE LIMA,Male
JOSE VANDERLEI CARNEIRO,Male
ADAUTO LOPES DA SILVA FILHO,Male
JUNOT CORNELIO MATOS,Male
SAULO HENRIQUE SOUZA SILVA,Male
MATHEUS HIDALGO,Male
JOAO ALEXANDRE DE VIVEIROS CABECEIRAS,Male
TATIANA MARINS ROQUE,Female
JEAN PIERRE CARDOSO CARON,Male
DANILO BILATE DE CARVALHO,Male
VILMAR DEBONA,Male
MARIANA DE TOLEDO BARBOSA,Female
PAULO CESAR GIL FERREIRA JUNIOR,Male
ROGERIO SOARES DA COSTA,Male
MARCOS HENRIQUE DA SILVA ROSA,Male
TITO MARQUES PALMEIRO,Male
MARCELO SENNA GUIMARAES,Male
RACHEL CECILIA DE OLIVEIRA COSTA,Female
DANIEL DE LUCA SILVEIRA DE NORONHA,Male
CLOVIS SALGADO GONTIJO OLIVEIRA,Male
GEORGINA CAROLINA DE OLIVEIRA FANECO MANIAKAS,Female
JANAINA NAMBA,Female
FRANCISCO AUGUSTO DE MORAES PRATA GASPAR,Male
EDNA DE SOUZA ALVES,Female
FREDERICK R ADAMS JR,Male
GABRIELA ROSSI,Female
ROBERT BURTON LOUDEN,Male
ALESSANDRO CARVALHO SALES,Male
CRISTIANE MARIA REBELLO NASCIMENTO,Female
ALEXANDER DE FREITAS,Male
SUZE DE OLIVEIRA PIZA,Female
BRUNO NADAI,Male
SILVIO RICARDO GOMES CARNEIRO,Male
FLAMARION CALDEIRA RAMOS,Male
LORENZO BARAVALLE,Male
ALEXANDRE ANDRE NODARI,Male
STEFANO BUSELLATO,Male
CAROLINA DE SOUZA NOTO,Female
IVAN FERREIRA DA CUNHA,Male
MARIANA PAOLOZZI SERVULO DA CUNHA,Female
MOJCA KUPLEN,NA
NUNO MIGUEL PEREIRA CASTANHEIRA,Male
JULIA SICHIERI MOURA,Female
DANIEL SIMAO NASCIMENTO,Male
RODRIGO MARTINS BORGES,Male
FABIO CAPRIO LEITE DE CASTRO,Male
ADILSON FELICIO FEILER,Male
BEATRIZ SORRENTINO MARQUES,Female
RAFAEL RODRIGUES PEREIRA,Male
MARCUS SANTOS MOTA,Male
WANDERSON FLOR DO NASCIMENTO,Male
DOMINIQUE JEAN PIERRE FLAMENT,NA
ROGERIO DA SILVA LIMA,Male
PAULO CESAR NASCIMENTO,Male
ENRIQUE HUELVA UNTERNBAUMEN,Male
RODOLFO PAIS NUNES LOPES,Male
SELOUA LUSTE BOULBINA,NA
DELFIM FERREIRA LEÃO,Male
CARLOS RUBENS DE SOUZA COSTA,Male
DEODATO FERREIRA DA COSTA,Male
ROSA MENDONCA DE BRITO,Female
VALCICLEIA PEREIRA DA COSTA,Female
IVAN RISAFI DE PONTES,Male
JONATHAN MOLINARI,Male
CELSO DE OLIVEIRA VIEIRA,Male
LEON FARHI NETO,Male
ROBERTO ANTONIO PENEDO DO AMARAL,Male
JOSE MANOEL MIRANDA DE OLIVEIRA,Male
JOAO PAULO SIMOES VILAS BOAS,Male
ROBERTO FRANCISCO DE CARVALHO,Male
PAULO SERGIO GOMES SOARES,Male
EDUARDO SIMOES SILVA,Male
ANGELO RODRIGO BIANCHINI,Male
JOSE ASSUNCAO FERNANDES LEITE,Male
ZILMARA DE JESUS VIANA DE CARVALHO,Female
ACILDO LEITE DA SILVA,Male
LUCIANO DA SILVA FACANHA,Male
PLINIO SANTOS FONTENELLE,Male
ALEXANDRE JORDAO BAPTISTA,Male
LUIS HERNAN URIBE MIRANDA,Male
MARLY CUTRIM DE MENEZES,Female
MARCIO KLEOS FREIRE PEREIRA,Male
MARIA OLILIA SERRA,Female
HELDER MACHADO PASSOS,Male
HERALDO APARECIDO SILVA,Male
WELLISTONY CARVALHO VIANA,NA
SOLANGE APARECIDA DE CAMPOS COSTA,Female
CARMEN LUCIA DE OLIVEIRA CABRAL,Female
JOSE SERGIO DUARTE DA FONSECA,Male
JOSE ELIELTON DE SOUSA,Male
JOSE RENATO DE ARAUJO SOUSA,Male
GILDASIO GUEDES FERNANDES,Male
FATIMA MARIA NOBRE LOPES,Female
RENATO ALMEIDA DE OLIVEIRA,Male
MARCOS FABIO ALEXANDRE NICOLAU,Male
ANTONIO JULIO GARCIA FREIRE,Male
MARIA REILTA DANTAS CIRINO,Female
MARCOS DE CAMARGO VON ZUBEN,Male
GALILEU GALILEI MEDEIROS DE SOUZA,Male
TELMIR DE SOUZA SOARES,Male
GUILHERME PAIVA DE CARVALHO MARTINS,Male
LOURIVAL BEZERRA DA COSTA JUNIOR,Male
MARIA JOSE DA CONCEICAO SOUZA VIDAL,Female
JOSAILTON FERNANDES DE MENDONCA,Male
FRANCISCO DE ASSIS COSTA DA SILVA,Male
FRANCISCO RAMOS NEVES,Male
MARCOS ERICO DE ARAUJO SILVA,Male
JOSE TEIXEIRA NETO,Male
SHIRLENE SANTOS MAFRA MEDEIROS,Female
BETTO LEITE DA SILVA,NA
GILFRANCO LUCENA DOS SANTOS,NA
RICARDO LEON LOPES,Male
FLAVIO JOSE DE CARVALHO,Male
SOLANGE MARIA NORJOSA GONZAGA,Female
ANTONIO GOMES DA SILVA,Male
OSCAR DE LIRA CARNEIRO,Male
VALTER FERREIRA RODRIGUES,Male
ROBERTO RONDON,Male
MANOEL DIONIZIO NETO,Male
MARCOS ANTONIO DA SILVA FILHO,Male
HOMERO LUIS ALVES DE LIMA,Male
ITAMAR NUNES DA SILVA,Male
ANDERSON DE ALENCAR MENEZES,Male
CONCEICAO GISLANE NOBREGA LIMA DE SALLES,Female
WALTER MATIAS LIMA,Male
MARIA BETANIA DO NASCIMENTO SANTIAGO,Female
FABIO TENORIO DE CARVALHO,Male
CELIA MARIA RODRIGUES DA COSTA PEREIRA,Female
FLAVIO HENRIQUE ALBERT BRAYNER,Male
CHRISTIAN LINDBERG LOPES DO NASCIMENTO,Male
SERGIO RICARDO VIEIRA RAMOS,Male
NELIO VIEIRA DE MELO,Male
GILDEMARKS COSTA E SILVA,NA
MARCOS FONSECA RIBEIRO BALIEIRO,Male
ANDRE LUIS MOTA ITAPARICA,Male
MALCOM GUIMARAES RODRIGUES,Male
GILMAR FRANCISCO BONAMIGO,Male
JOSE RENATO SALATIEL,Male
MAURICIO ABDALLA GUERRIERI,Male
FABIO ALVES GOMES DE OLIVEIRA,Male
GUILHERME DA COSTA ASSUNCAO CECILIO,Male
RODRIGO AZEVEDO DOS SANTOS GOUVEA,Male
WALLACE DOS SANTOS DE MORAES,Male
PAULO MENDES TADDEI,Male
ANDRE DOMINGOS DOS SANTOS ALONSO,Male
MARCELO DA COSTA MACIEL,Male
ROBINSON GUITARRARI,Male
MARKOS KLEMZ GUERRERO,Male
CAMILA APARECIDA RODRIGUES JOURDAN,Female
CARLOS CARDOZO COELHO,Male
THOMAZ ESTRELLA DE BETTENCOURT,Male
MAICON JEFERSON DA COSTA AZEVEDO,Male
SIMEAO DONIZETI SASS,Male
BRUNELLO SOUZA STANCIOLI,NA
PATRICIA MARIA KAUARK LEITE,Female
ANTONIO ORLANDO DE OLIVEIRA DOURADO LOPES,Male
OLIMAR FLORES JUNIOR,Male
NATHALIE BARBOSA DE LA CADENA,Female
PEDRO CALIXTO FERREIRA FILHO,Male
PAULO AFONSO DE ARAUJO,Male
GUSTAVO ARJA CASTANON,Male
FATIMA SIQUEIRA CAROPRESO,Female
HUMBERTO SCHUBERT COELHO,Male
SIDNEI VILMAR NOE,Male
EDUARDO GROSS,Male
LUIS HENRIQUE DREHER,Male
ANTONIO HENRIQUE CAMPOLINA MARTINS,Male
MARIO NOGUEIRA DE OLIVEIRA,Male
SERGIO RICARDO NEVES DE MIRANDA,Male
MARCIO ANTONIO SILVA,Male
ALEX FABIANO CORREIA JARDIM,Male
ANTONIO WAGNER VELOSO ROCHA,Male
ILDENILSON MEIRELES BARBOSA,Male
PERICLES PEREIRA DE SOUSA,Male
FABIA MAGALI SANTOS VIEIRA,Female
ANTONIO ALVIMAR SOUZA,Male
THELMA SILVEIRA DA MOTA LESSA DA FONSECA,Female
LUIZ BEZERRA NETO,Male
JOAO VIRGILIO TAGLIAVINI,Male
PAULA RAMOS DE OLIVEIRA,Female
ARNAUD MICHEL LÉON XAVIER FRANÇOIS,Male
ADRIANA MATTAR MAAMARI,Female
JOSE CARLOS ROTHEN,Male
GIULIA VALPIONE,Female
GIORGIO VENTURI,Male
MARIANA MATULOVIC DA SILVA RODRIGUEIRO,Female
EDNA ALVES DE SOUZA,Female
CASSIANO TERRA RODRIGUES,Male
JONNEFER FRANCISCO BARBOSA,NA
TALES AFONSO MUXFELDT AB SABER,Male
EDUARDO NASSER,Male
MARINE DE SOUZA PEREIRA,Female
PAULA PRISCILA BRAGA,Female
ANDRE LUIS LA SALVIA,Male
ANASTASIA GUIDI ITOKAZU,Female
NATHALIE DE ALMEIDA BRESSIANI,Female
BERNARDO GUADALUPE DOS SANTOS LINS BRANDAO,Male
JULIANA FAUSTO DE SOUZA COUTINHO,Female
MAURIZIO FILIPPO DI SILVA,Male
FABIANO INCERTI,Male
JOSE FRANCISCO DE ASSIS DIAS,Male
ANTONIO CHARLES SANTIAGO ALMEIDA,Male
GISELLE MOURA SCHNORR,Female
SAMON NOYAMA,Male
THIAGO DAVID STADLER,Male
ARMINDO JOSE LONGHI,Male
ESTEVAO LEMOS CRUZ,Male
RENATA RIBEIRO TAVARES DA SILVA,Female
FRANCIELE BETE PETRY,Female
MARCOS JOSE MULLER,Male
JULIANA OLIVEIRA MISSAGGIA,Female
ANGELO MARINUCCI,Male
EVANDRO BARBOSA,Male
LUCIANO MARQUES DE JESUS,Male
ROBERTO DE BARROS FREIRE,Male
ALEXANDRE MARIOTTO BOTTON,Male
LIVIO DOS SANTOS WOGEL,Male
ARISTIDES JANUARIO DA COSTA NETO,Male
JOSE CARLOS LEITE,Male
ARI RICARDO TANK BRITO,Male
ADRIANO BUENO KURLE,Male
RICARDO PEREIRA DE MELO,Male
STEFAN VASILEV KRASTANOV,Male
JOSE CARLOS DA SILVA,Male
ERICKSON CRISTIANO DOS SANTOS,Male
MAIRA DE SOUZA BORBA,Female
OSMAR RAMAO GALEANO DE SOUZA,Male
RICARDO BAZILIO DALLA VECCHIA,Male
WELLINGTON DAMASCENO DE ALMEIDA,Male
FRANCESCO TOMASONI,Male
PRISCILA MONTEIRO BORGES,Female
HERIVELTO PEREIRA DE SOUZA,Male
DELFIM FERREIRA LEAO,Male
LIGIA PAVAN BAPTISTA,Female
HARALD SA PEIXOTO PINHEIRO,Male
LUIZ FERNANDO DE SOUZA SANTOS,Male
JUDIKAEL CASTELO BRANCO,NA
SUZE DA SILVA SALES,Female
CLAUDIO REICHERT DO NASCIMENTO,Male
DANILO RODRIGUES PIMENTA,Male
MARTIN ADAM MOTLOCH,Male
JULIANO CORDEIRO DA COSTA OLIVEIRA,Male
GIOVANNI ROLLA,Male
DEYVISON RODRIGUES LIMA,Male
JOSE WILSON DA SILVA,Male
VIVIANE MAGALHAES PEREIRA,Female
LUAN CORREA DA SILVA,Male
VLADIMIR DE OLIVA MOTA,Male
FLAVIA ROBERTA BENEVENUTO DE SOUZA,Female
LEONARDO JORGE DA HORA PEREIRA,Male
EMILIANO BOCCARDI,Male
VINICIUS DOS SANTOS,Male
GISLENE VALE DOS SANTOS,Female
KLEVERTON BACELAR SANTANA,Male
MARILIA LOPES DE FIGUEIREDO DO ESPIRITO SANTO,Female
NASTASSJA SARAMAGO DE ARAUJO PUGLIESE,Female
MARIO AUGUSTO QUEIROZ CARVALHO,Male
WILLIAM MATTIOLI,Male
REGINA HELENA SARPA SCHOPKE,Female
FABIO DA SILVA FORTES,Male
BRUNO AMARO LACERDA,Male
ELENA PAGNI,Female
TOMMY AKIRA GOTO,Male
WOJCIECH ZBIGNIEW STARZYNSKI,NA
OLAVO CALABRIA PIMENTA,Male
MARCELO DE MELLO RANGEL,Male
LUIS RENATO GOUVEA DE OLIVEIRA,Male
JULIANA BUENO,Female
FABIO MAIA BERTATO,Male
RAFAEL RODRIGUES GARCIA,Male
INARA LUISA MARIN,Female
RODRIGO PELLOSO GELAMO,Male
BRUNO LOUREIRO CONTE,Male
LUIZ MARCOS DA SILVA FILHO,Male
ALEXIA CRUZ BRETAS,Female
FERNANDA CARLOS BORGES,Female
CARLOS EDUARDO RIBEIRO,Male
CRISTINA FORONI CONSANI KLEIN,Female
VERONICA FERREIRA BAHR CALAZANS,Female
ANDREA CACHEL,Female
RODRIGO CUMPRE RABELO,Male
FABIO CESAR SCHERER,Male
MARCIANO ADILIO SPICA,Male
LIBANIO CARDOSO NETO,Male
MARINA DOS SANTOS,Female
RICARDO CRISSIUMA,Male
DAVID HORST,Male
DANILO FRAGA DANTAS,Male
MARCELO FISCHBORN,Male
FEDERICO ORSINI,Male
MARCELO BONHEMBERGER,Male
AUGUSTO JOBIM DO AMARAL,Male
NICOLA CLAUDIO SALVATORE,Male
LUIZ PAULO DA CAS CICHOSKI,Male
MARIO SPEZZAPRIA,Male
BRENO RICARDO GUIMARAES SANTOS,Male
FILIPE LAZZERI VIEIRA,Male
FABIEN GEORGES JACQUES SCHANG,Male
FEDERICO BOCCACCINI,Male
EMILIANO FERRARI,Male
GIOVANNI ZANOTTI,Male
SILVIO MARINO,Male
MAGNUS DAGIOS,Male
ONEIDE PERIUS,NA
FERNANDO DANNER,Male
PAULO ROBERTO KONZEN,Male
CLARIDES HENRICH DE BARBA,Female
KEBERSON BRESOLIN,Male
MARCIO DE LIMA PACHECO,Male
CHRISTIAN OTTO MUNIZ NIENOV,Male
JOSENIR LOPES DETTONI,NA
MARCIO SECCO,Male
LENO FRANCISCO DANNER,Male
RODOLFO DE FREITAS JACARANDA,Male
ALDAIR OLIVEIRA DE ANDRADE,Male
JOCELIA BARBOSA NOGUEIRA,Female
JOSE ALCIMAR DE OLIVEIRA,Male
PEDRO RODOLFO FERNANDES DA SILVA,Male
JOSE SOARES DAS CHAGAS,Male
JOSE LEONARDO ANNUNZIATO RUIVO,Male
FRANCIELE MONIQUE SCOPETC DOS SANTOS,Female
DOMINGOS RIBEIRO MENDES JUNIOR,Male
MAURICIO FERNANDES DA SILVA,Male
LUIS CARLOS SILVA DE SOUSA,Male
FRANCISCA GALILEIA PEREIRA DA SILVA,Female
RICARDO GEORGE DE ARAUJO SILVA,Male
JOSE OLINDA BRAGA,Male
IDEUSA CELESTINO LOPES,Female
SERGIO RICARDO SCHULTZ,Male
ANDRE NASCIMENTO PONTES,Male
FRANCISCO ROMULO ALVES DINIZ,Male
RODRIGO CHAVES DE MELLO RODRIGUES DE CARVALHO,Male
JOSE EDMAR LIMA FILHO,Male
LUIZ PHILIPE ROLLA DE CAUX,Male
JOSE FRANCISCO DAS CHAGAS SOUZA,Male
GUILHERME PAIVA DE CARVALHO,Male
ARTHUR VIANA LOPES,Male
JOAO EVANGELISTA TUDE DE MELO NETO,Male
JOAO CARLOS NEVES DE SOUZA E NUNES DIAS,Male
MARCUS JOSE ALVES DE SOUZA,Male
RICARDO SEARA RABENSCHLAG,Male
TAYNAM SANTOS LUZ BUENO,NA
RODRIGO BARROS GEWEHR,Male
JULIELE MARIA SIEVERS,Female
FRANCISCO PEREIRA DE SOUSA,Male
FERNANDO MEIRELES MONEGALHA HENRIQUES,Male
CRISTINA AMARO VIANA MEIRELES,Female
BRUNELA VIEIRA DE VINCENZI,Female
LUCIO VAZ DE OLIVEIRA,Male
WANDER ANDRADE DE PAULA,Male
RODRIGO GUERON,Male
RENATO DE ANDRADE LESSA,Male
LEONARDO DINIZ DO COUTO,Male
AMARO DE OLIVEIRA FLECK,Male
ARTHUR KLIK DE LIMA,Male
ANDRE CHAGAS FERREIRA DE SOUZA,Male
RONEY WAGNER VIEIRA,Male
GIOVANNI JAN GIUBILATO,Male
JOAO GERALDO MARTINS DA CUNHA,Male
MARCELO SEVAYBRICKER MOREIRA,Male
LEA CARNEIRO SILVEIRA,Female
RENATO DOS SANTOS BELO,Male
LUIZ ROBERTO TAKAYAMA,Male
EMANUELE TREDANARO,Female
MELINE COSTA SOUSA,Female
FERNANDO MARTINS MENDONCA,Male
GIOVANNI FRESU,Male
IGOR AGOSTINI,Male
GUILHERME DOMINGUES DA MOTTA,Male
GUILHERME ARAUJO CARDOSO,Male
MARCO AURELIO SOUSA ALVES,Male
BRUNO LEONARDO CUNHA,Male
CASSIO CORREA BENJAMIN,Male
WANDERLEY CARDOSO DE OLIVEIRA,Male
FABIO DE BARROS SILVA,Male
GUSTAVO LEAL TOLEDO,Male
JOSE LUIZ DE OLIVEIRA,Male
LUIZ PAULO ROUANET,Male
LUIZ CARLOS SUREKI,Male
PAULO SERGIO BRETONES,Male
HELIO ALEXANDRE DA SILVA,Male
JOSE LUIZ BASTOS NEVES,Male
MICHELA BORDIGNON,Female
ALEX CALAZANS,Male
GEOVANI VIOLA MORETTO MENDES,Male
MAICON REUS ENGLER,Male
WANDERLEY JOSE DEINA,Male
ROBERTO FORMISANO,Male
CHRISTIAN DE RONDE,Male
JERZY ANDRE BRZOZOWSKI,Male
DANILO ENRICO MARTUSCELLI,Male
ELSIO JOSE CORA,Male
JOICE BEATRIZ DA COSTA,Female
THIAGO SOARES LEITE,Male
NEDILSO LAURO BRUGNERA,NA
ARTURO FATTURI,Male
FLAVIO MIGUEL DE OLIVEIRA ZIMMERMANN,Male
JULIANO PACCOS CARAM,Male
CLOVIS BRONDANI,Male
MARCIO SOARES,Male
PAULO HAHN,Male
EDIOVANI ANTONIO GABOARDI,Male
NEWTON MARQUES PERON,Male
NIKOLAY STEFFENS MARTINS,Male
EDUARDO VICENTINI DE MEDEIROS,Male
RICARDO JOAQUIN NAVIA ANTELO,Male
TERESA CRISTINA SCHNEIDER MARQUES,Female
GABRIEL FERREIRA DA SILVA,Male
VANDERLEI CARBONARA,Male
HILDA REGINA PEREIRA MENEZES OLEA,Female
CLERISTON PETRY,Male
ALECIO DONIZETE DA SILVA,Male
RONALDO AMARAL,Male
VERA MARISA PUGLIESE DE CASTRO,Female
RAINRI BACK DOS SANTOS,NA
FABIO MASCARENHAS NOLASCO,Male
AGATHA PITOMBO BACELAR,Female
LOIANE DA PONTE SOUZA PRADO VERBICARO,Female
TOMAS DOMINGO MORATALLA,Male
ADA BEATRIZ GALLICCHIO KROEF,Female
MARKUS ROTHHAAR,Male
CRISTIANO BONNEAU,Male
VALMIR PEREIRA,Male
LUCIANO DA SILVA,Male
JOSE TADEU BATISTA DE SOUZA,Male
RICARDO PINHO SOUTO,Male
GERSON FRANCISCO DE ARRUDA JUNIOR,Male
ELEONOURA ENOQUE DA SILVA,Female
ANDRE LUIZ HOLANDA DE OLIVEIRA,Male
JOSE MARCOS GOMES DE LUNA,Male
KARL HEINZ EFKEN,Male
DANILO VAZ CURADO RIBEIRO DE MENEZES COSTA,Male
ERMANO RODRIGUES DO NASCIMENTO,Male
MARCO RAMPAZZO BAZZAN,Male
NELSON DE AGUIAR MENEZES NETO,Male
MARIO MOTTA DE ALMEIDA MAXIMO,Male
MICHELLE BOBSIN DUARTE,Female
FELIPE DE OLIVEIRA CASTELO BRANCO,Male
DANIEL OLIVEIRA PUCCIARELLI,Male
GABRIEL GELLER XAVIER,Male
PAULO HENRIQUE DIAS COSTA,Male
JOSE DOS SANTOS FILHO,Male
ANDERSON LUIS NAKANO,Male
CAROLIN OVERHOFF FERREIRA,Female
VALERIA CRISTINA LOPES WILKE,Female
RUBIA LIZ VOGT DE OLIVEIRA,Female
FERNANDO ROGERIO DA CRUZ,Male
FABIANO RAMOS TORRES,Male
MAURIZIO ESPOSITO,Male
MARCOS DA SILVA E SILVA,Male
MATTIA PETROLO,NA
ROBERTO CHARLES FEITOSA DE OLIVEIRA,Male
RAFAEL DA SILVA CORTES,Male
ROBERTO FRANZINI TIBALDEO,Male
DANIEL SANTOS DA SILVA,Male
DIEGO KOSBIAU TREVISAN,Male
SCHEILA CRISTIANE THOME,Female
CAROLINE IZIDORO MARIM,Female
JAIR INACIO TAUCHEN,Male
ALEXANDRE ANSELMO GUILHERME,Male
EVANDRO PONTEL,Male
HANS MICHAEL HERBERT SCHULZ,Male
THIAGO PEDRO PINTO,Male
HENRIQUE MODANEZ DE SANT ANNA,Male
DAMIAO BEZERRA OLIVEIRA,Male
MARIA DOS REMEDIOS DE BRITO,Female
OTAVIO GUIMARAES TAVARES,Male
JOSE HENRIQUE SOUSA ASSAI,Male
FRANCISCO VALDERIO PEREIRA DA SILVA JUNIOR,Male
EDERSON SAFRA MELO,Male
LUIS INACIO OLIVEIRA COSTA,Male
RITA DE CASSIA OLIVEIRA,Female
SIDNEI FRANCISCO DO NASCIMENTO,Male
WANDEILSON SILVA DE MIRANDA,Male
PEDRO PEREIRA DOS SANTOS,Male
LUCAS NOGUEIRA DO REGO MONTEIRO VILLA LAGES,Male
JOSE DA CRUZ LOPES MARQUES,Male
LUCAS BARRETO DIAS,Male
THIAGO MOTA FONTENELE E SILVA,Male
VICENTE THIAGO FREIRE BRAZIL,Male
GABRIEL KAFURE DA ROCHA,Male
VINCENZO CICCARELLI,Male
JOAO BOSCO BRITO DO NASCIMENTO,Male
LINDOALDO VIEIRA CAMPOS JUNIOR,Male
ROUSEANE DA SILVA PAULA QUEIROZ,Female
VITOR SOMMAVILLA DE SOUZA BARROS,Male
SUZANO DE AQUINO GUIMARAES,Male
OUSSAMA NAOUAR,NA
RAPHAEL GUAZZELLI VALERIO,Male
ELIZABETE AMORIM DE ALMEIDA MELO,Female
FERNANDO JOSE DO NASCIMENTO,Male
JOSE VICENTE MEDEIROS DA SILVA,Male
EVANIEL BRAS DOS SANTOS,Male
PEDRO AUGUSTO DA COSTA FRANCESCHINI,Male
ROBERTA MAGALHAES MIQUELANTI,Female
JULIA CAVALCANTI TELLES DE MENEZES,Female
FERNANDO MAIA FREIRE RIBEIRO,Male
CLARA CARNICERO DE CASTRO,Female
FLAVIO FONTENELLE LOQUE,Male
LEONARDO RENNO RIBEIRO SANTOS,Male
ALEXANDRE FILORDI DE CARVALHO,Male
LUCIANO VICENTE,Male
AMON SANTOS PINHO,Male
FILLIPA CARNEIRO SILVEIRA,NA
GABRIEL ALMEIDA ASSUMPCAO,Male
LUIZ HENRIQUE DE LACERDA ABRAHAO,Male
ALICE PARRELA MEDRADO,Female
ANELITO PEREIRA DE OLIVEIRA,Male
VALDIRLEN DO NASCIMENTO LOYOLLA,NA
RICARDO DE OLIVEIRA TOLEDO,Male
RODRIGO SIQUEIRA BATISTA,Male
ROGERIO ANTONIO PICOLI,Male
PAULO ROBERTO ANDRADE DE ALMEIDA,Male
ADELMO JOSE DA SILVA,Male
FABIO RODRIGO LEITE,Male
GLORIA MARIA FERREIRA RIBEIRO,Female
CICERO ROMAO RESENDE DE ARAUJO,Male
PATRICIO TIERNO,Male
BRENO ANDRADE ZUPPOLINI,Male
ALEXANDRE DE OLIVEIRA FERREIRA,Male
SERGIO XAVIER GOMES DE ARAUJO,Male
CRISTINA FORONI CONSANI,Female
BENITO EDUARDO ARAUJO MAESO,Male
ALEXANDER GONCALVES,Male
NELSI KISTEMACHER WELTER,NA
DOUGLAS ANTONIO BASSANI,Male
ALCIONE ROBERTO ROANI,NA
GUSTAVO GIORA,Male
BRUNO RAMOS MENDONCA,Male
ODAIR NEITZEL,Male
MITIELI SEIXAS DA SILVA,Female
RODRIGO MARCOS DE JESUS,Male
EDUARDO WOLF PEREIRA,Male
ANTONIO LUIS COSTA VARGAS,Male
DIEGO DE PAIVA VASCONCELOS,Male
DOUGLAS APARECIDO BUENO,Male
DAIANE MARTINS ROCHA ESIS STEINES,Female
DOUGLAS OLIVEIRA CALLEGARI,Male
TIZIANA COCCHIERI,Female
JOAO SILVA LIMA,Male
FRANCISCO RAFAEL LEIDENS,Male
MARCOS ALEXANDRE BORGES,Male
ELIALDO RODRIGUES DE OLIVEIRA,Male
OZIRIS ALVES GUIMARAES,Male
CLAUDIO SIPERT,Male
SAULO MONTEIRO MARTINHO DE MATOS,Male
JORGE ALBERTO RAMOS SARMENTO,Male
