NM_DOCENTE,GENERO
Markos Klemz Guerrero,Homem
Camila Aparecida Rodrigues Jourdan,Mulher
Carlos Cardozo Coelho,Homem
Thomaz Estrella De Bettencourt,Homem
Maicon Jeferson Da Costa Azevedo,Homem
Simeao Donizeti Sass,Homem
Brunello Souza Stancioli,Homem
Patricia Maria Kauark Leite,Mulher
Antonio Orlando De Oliveira Dourado Lopes,Homem
Olimar Flores Junior,Homem
Nathalie Barbosa De La Cadena,Mulher
Pedro Calixto Ferreira Filho,Homem
Paulo Afonso De Araujo,Homem
Gustavo Arja Castanon,Homem
Fatima Siqueira Caropreso,Mulher
Humberto Schubert Coelho,Homem
Sidnei Vilmar Noe,Homem
Eduardo Gross,Homem
Luis Henrique Dreher,Homem
Antonio Henrique Campolina Martins,Homem
Mario Nogueira De Oliveira,Homem
Sergio Ricardo Neves De Miranda,Homem
Marcio Antonio Silva,Homem
Alex Fabiano Correia Jardim,Homem
Antonio Wagner Veloso Rocha,Homem
Ildenilson Meireles Barbosa,Homem
Pericles Pereira De Sousa,Homem
Fabia Magali Santos Vieira,Mulher
Antonio Alvimar Souza,Homem
Thelma Silveira Da Mota Lessa Da Fonseca,Mulher
Luiz Bezerra Neto,Homem
Joao Virgilio Tagliavini,Homem
Paula Ramos De Oliveira,Mulher
Arnaud Michel Léon Xavier François,Homem
Adriana Mattar Maamari,Mulher
Jose Carlos Rothen,Homem
Giulia Valpione,Mulher
Giorgio Venturi,Homem
Mariana Matulovic Da Silva Rodrigueiro,Mulher
Edna Alves De Souza,Mulher
Cassiano Terra Rodrigues,Homem
Jonnefer Francisco Barbosa,Homem
Tales Afonso Muxfeldt Ab Saber,Homem
Eduardo Nasser,Homem
Marine De Souza Pereira,Mulher
Paula Priscila Braga,Mulher
Andre Luis La Salvia,Homem
Anastasia Guidi Itokazu,Mulher
Nathalie De Almeida Bressiani,Mulher
Bernardo Guadalupe Dos Santos Lins Brandao,Homem
Juliana Fausto De Souza Coutinho,Mulher
Maurizio Filippo Di Silva,Homem
Fabiano Incerti,Homem
Jose Francisco De Assis Dias,Homem
Antonio Charles Santiago Almeida,Homem
Giselle Moura Schnorr,Mulher
Samon Noyama,Homem
Thiago David Stadler,Homem
Armindo Jose Longhi,Homem
Estevao Lemos Cruz,Homem
Renata Ribeiro Tavares Da Silva,Mulher
Franciele Bete Petry,Mulher
Marcos Jose Muller,Homem
Juliana Oliveira Missaggia,Mulher
Angelo Marinucci,Homem
Evandro Barbosa,Homem
Luciano Marques De Jesus,Homem
Roberto De Barros Freire,Homem
Alexandre Mariotto Botton,Homem
Livio Dos Santos Wogel,Homem
Aristides Januario Da Costa Neto,Homem
Jose Carlos Leite,Homem
Ari Ricardo Tank Brito,Homem
Adriano Bueno Kurle,Homem
Ricardo Pereira De Melo,Homem
Stefan Vasilev Krastanov,Homem
Jose Carlos Da Silva,Homem
Erickson Cristiano Dos Santos,Homem
Maira De Souza Borba,Mulher
Osmar Ramao Galeano De Souza,Homem
Ricardo Bazilio Dalla Vecchia,Homem
Wellington Damasceno De Almeida,Homem
Francesco Tomasoni,Homem
Priscila Monteiro Borges,Mulher
Herivelto Pereira De Souza,Homem
Delfim Ferreira Leao,Homem
Ligia Pavan Baptista,Mulher
Harald Sa Peixoto Pinheiro,Homem
Luiz Fernando De Souza Santos,Homem
Judikael Castelo Branco,Homem
Suze Da Silva Sales,Mulher
Claudio Reichert Do Nascimento,Homem
Danilo Rodrigues Pimenta,Homem
Martin Adam Motloch,Homem
Juliano Cordeiro Da Costa Oliveira,Homem
Giovanni Rolla,Homem
Deyvison Rodrigues Lima,Homem
Jose Wilson Da Silva,Homem
Viviane Magalhaes Pereira,Mulher
Luan Correa Da Silva,Homem
Vladimir De Oliva Mota,Homem
Flavia Roberta Benevenuto De Souza,Mulher
Leonardo Jorge Da Hora Pereira,Homem
Emiliano Boccardi,Homem
Vinicius Dos Santos,Homem
Gislene Vale Dos Santos,Mulher
Kleverton Bacelar Santana,Homem
Marilia Lopes De Figueiredo Do Espirito Santo,Mulher
Nastassja Saramago De Araujo Pugliese,Mulher
Mario Augusto Queiroz Carvalho,Homem
William Mattioli,Homem
Regina Helena Sarpa Schopke,Mulher
Fabio Da Silva Fortes,Homem
Bruno Amaro Lacerda,Homem
Elena Pagni,Mulher
Tommy Akira Goto,Homem
Wojciech Zbigniew Starzynski,Homem
Olavo Calabria Pimenta,Homem
Marcelo De Mello Rangel,Homem
Luis Renato Gouvea De Oliveira,Homem
Juliana Bueno,Mulher
Fabio Maia Bertato,Homem
Rafael Rodrigues Garcia,Homem
Inara Luisa Marin,Mulher
Rodrigo Pelloso Gelamo,Homem
Bruno Loureiro Conte,Homem
Luiz Marcos Da Silva Filho,Homem
Alexia Cruz Bretas,Mulher
Fernanda Carlos Borges,Mulher
Carlos Eduardo Ribeiro,Homem
Cristina Foroni Consani Klein,Mulher
Veronica Ferreira Bahr Calazans,Mulher
Andrea Cachel,Mulher
Rodrigo Cumpre Rabelo,Homem
Fabio Cesar Scherer,Homem
Marciano Adilio Spica,Homem
Libanio Cardoso Neto,Homem
Marina Dos Santos,Mulher
Ricardo Crissiuma,Homem
David Horst,Homem
Danilo Fraga Dantas,Homem
Marcelo Fischborn,Homem
Federico Orsini,Homem
Marcelo Bonhemberger,Homem
Augusto Jobim Do Amaral,Homem
Nicola Claudio Salvatore,Homem
Luiz Paulo Da Cas Cichoski,Homem
Mario Spezzapria,Homem
Breno Ricardo Guimaraes Santos,Homem
Filipe Lazzeri Vieira,Homem
Fabien Georges Jacques Schang,Homem
Federico Boccaccini,Homem
Emiliano Ferrari,Homem
Giovanni Zanotti,Homem
Silvio Marino,Homem
Magnus Dagios,Homem
Oneide Perius,Homem
Fernando Danner,Homem
Paulo Roberto Konzen,Homem
Clarides Henrich De Barba,Mulher
Keberson Bresolin,Homem
Marcio De Lima Pacheco,Homem
Christian Otto Muniz Nienov,Homem
Josenir Lopes Dettoni,Homem
Marcio Secco,Homem
Leno Francisco Danner,Homem
Rodolfo De Freitas Jacaranda,Homem
Aldair Oliveira De Andrade,Homem
Jocelia Barbosa Nogueira,Mulher
Jose Alcimar De Oliveira,Homem
Pedro Rodolfo Fernandes Da Silva,Homem
Jose Soares Das Chagas,Homem
Jose Leonardo Annunziato Ruivo,Homem
Franciele Monique Scopetc Dos Santos,Mulher
Domingos Ribeiro Mendes Junior,Homem
Mauricio Fernandes Da Silva,Homem
Luis Carlos Silva De Sousa,Homem
Francisca Galileia Pereira Da Silva,Mulher
Ricardo George De Araujo Silva,Homem
Jose Olinda Braga,Homem
Ideusa Celestino Lopes,Mulher
Sergio Ricardo Schultz,Homem
Andre Nascimento Pontes,Homem
Francisco Romulo Alves Diniz,Homem
Rodrigo Chaves De Mello Rodrigues De Carvalho,Homem
Jose Edmar Lima Filho,Homem
Luiz Philipe Rolla De Caux,Homem
Jose Francisco Das Chagas Souza,Homem
Guilherme Paiva De Carvalho,Homem
Arthur Viana Lopes,Homem
Joao Evangelista Tude De Melo Neto,Homem
Joao Carlos Neves De Souza E Nunes Dias,Homem
Marcus Jose Alves De Souza,Homem
Ricardo Seara Rabenschlag,Homem
Taynam Santos Luz Bueno,Mulher
Rodrigo Barros Gewehr,Homem
Juliele Maria Sievers,Mulher
Francisco Pereira De Sousa,Homem
Fernando Meireles Monegalha Henriques,Homem
Cristina Amaro Viana Meireles,Mulher
Brunela Vieira De Vincenzi,Mulher
Lucio Vaz De Oliveira,Homem
Wander Andrade De Paula,Homem
Rodrigo Gueron,Homem
Renato De Andrade Lessa,Homem
Leonardo Diniz Do Couto,Homem
Amaro De Oliveira Fleck,Homem
Arthur Klik De Lima,Homem
Andre Chagas Ferreira De Souza,Homem
Roney Wagner Vieira,Homem
Giovanni Jan Giubilato,Homem
Joao Geraldo Martins Da Cunha,Homem
Marcelo Sevaybricker Moreira,Homem
Lea Carneiro Silveira,Mulher
Renato Dos Santos Belo,Homem
Luiz Roberto Takayama,Homem
Emanuele Tredanaro,Mulher
Meline Costa Sousa,Mulher
Fernando Martins Mendonca,Homem
Giovanni Fresu,Homem
Igor Agostini,Homem
Guilherme Domingues Da Motta,Homem
Guilherme Araujo Cardoso,Homem
Marco Aurelio Sousa Alves,Homem
Bruno Leonardo Cunha,Homem
Cassio Correa Benjamin,Homem
Wanderley Cardoso De Oliveira,Homem
Fabio De Barros Silva,Homem
Gustavo Leal Toledo,Homem
Jose Luiz De Oliveira,Homem
Luiz Paulo Rouanet,Homem
Luiz Carlos Sureki,Homem
Paulo Sergio Bretones,Homem
Helio Alexandre Da Silva,Homem
Jose Luiz Bastos Neves,Homem
Michela Bordignon,Mulher
Alex Calazans,Homem
Geovani Viola Moretto Mendes,Homem
Maicon Reus Engler,Homem
Wanderley Jose Deina,Homem
Roberto Formisano,Homem
Christian De Ronde,Homem
Jerzy Andre Brzozowski,Homem
Danilo Enrico Martuscelli,Homem
Elsio Jose Cora,Homem
Joice Beatriz Da Costa,Mulher
Thiago Soares Leite,Homem
Nedilso Lauro Brugnera,Homem
Arturo Fatturi,Homem
Flavio Miguel De Oliveira Zimmermann,Homem
Juliano Paccos Caram,Homem
Clovis Brondani,Homem
Marcio Soares,Homem
Paulo Hahn,Homem
Ediovani Antonio Gaboardi,Homem
Newton Marques Peron,Homem
Nikolay Steffens Martins,Homem
Eduardo Vicentini De Medeiros,Homem
Ricardo Joaquin Navia Antelo,Homem
Teresa Cristina Schneider Marques,Mulher
Gabriel Ferreira Da Silva,Homem
Vanderlei Carbonara,Homem
Hilda Regina Pereira Menezes Olea,Mulher
Cleriston Petry,Homem
Alecio Donizete Da Silva,Homem
Ronaldo Amaral,Homem
Vera Marisa Pugliese De Castro,Mulher
Rainri Back Dos Santos,Homem
Fabio Mascarenhas Nolasco,Homem
Agatha Pitombo Bacelar,Mulher
Loiane Da Ponte Souza Prado Verbicaro,Mulher
Tomas Domingo Moratalla,Homem
Ada Beatriz Gallicchio Kroef,Mulher
Markus Rothhaar,Homem
Cristiano Bonneau,Homem
Valmir Pereira,Homem
Luciano Da Silva,Homem
Jose Tadeu Batista De Souza,Homem
Ricardo Pinho Souto,Homem
Gerson Francisco De Arruda Junior,Homem
Eleonoura Enoque Da Silva,Mulher
Andre Luiz Holanda De Oliveira,Homem
Jose Marcos Gomes De Luna,Homem
Karl Heinz Efken,Homem
Danilo Vaz Curado Ribeiro De Menezes Costa,Homem
Ermano Rodrigues Do Nascimento,Homem
Marco Rampazzo Bazzan,Homem
Nelson De Aguiar Menezes Neto,Homem
Mario Motta De Almeida Maximo,Homem
Michelle Bobsin Duarte,Mulher
Felipe De Oliveira Castelo Branco,Homem
Daniel Oliveira Pucciarelli,Homem
Gabriel Geller Xavier,Homem
Paulo Henrique Dias Costa,Homem
Jose Dos Santos Filho,Homem
Anderson Luis Nakano,Homem
Carolin Overhoff Ferreira,Mulher
Valeria Cristina Lopes Wilke,Mulher
Rubia Liz Vogt De Oliveira,Mulher
Fernando Rogerio Da Cruz,Homem
Fabiano Ramos Torres,Homem
Maurizio Esposito,Homem
Marcos Da Silva E Silva,Homem
Mattia Petrolo,Homem
Roberto Charles Feitosa De Oliveira,Homem
Rafael Da Silva Cortes,Homem
Roberto Franzini Tibaldeo,Homem
Daniel Santos Da Silva,Homem
Diego Kosbiau Trevisan,Homem
Scheila Cristiane Thome,Mulher
Caroline Izidoro Marim,Mulher
Jair Inacio Tauchen,Homem
Alexandre Anselmo Guilherme,Homem
Evandro Pontel,Homem
Hans Michael Herbert Schulz,Homem
Thiago Pedro Pinto,Homem
Henrique Modanez De Sant Anna,Homem
Damiao Bezerra Oliveira,Homem
Maria Dos Remedios De Brito,Mulher
Otavio Guimaraes Tavares,Homem
Jose Henrique Sousa Assai,Homem
Francisco Valderio Pereira Da Silva Junior,Homem
Ederson Safra Melo,Homem
Luis Inacio Oliveira Costa,Homem
Rita De Cassia Oliveira,Mulher
Sidnei Francisco Do Nascimento,Homem
Wandeilson Silva De Miranda,Homem
Pedro Pereira Dos Santos,Homem
Lucas Nogueira Do Rego Monteiro Villa Lages,Homem
Jose Da Cruz Lopes Marques,Homem
Lucas Barreto Dias,Homem
Thiago Mota Fontenele E Silva,Homem
Vicente Thiago Freire Brazil,Homem
Gabriel Kafure Da Rocha,Homem
Vincenzo Ciccarelli,Homem
Joao Bosco Brito Do Nascimento,Homem
Lindoaldo Vieira Campos Junior,Homem
Rouseane Da Silva Paula Queiroz,Mulher
Vitor Sommavilla De Souza Barros,Homem
Suzano De Aquino Guimaraes,Homem
Oussama Naouar,Homem
Raphael Guazzelli Valerio,Homem
Elizabete Amorim De Almeida Melo,Mulher
Fernando Jose Do Nascimento,Homem
Jose Vicente Medeiros Da Silva,Homem
Evaniel Bras Dos Santos,Homem
Pedro Augusto Da Costa Franceschini,Homem
Roberta Magalhaes Miquelanti,Mulher
Julia Cavalcanti Telles De Menezes,Mulher
Fernando Maia Freire Ribeiro,Homem
Clara Carnicero De Castro,Mulher
Flavio Fontenelle Loque,Homem
Leonardo Renno Ribeiro Santos,Homem
Alexandre Filordi De Carvalho,Homem
Luciano Vicente,Homem
Amon Santos Pinho,Homem
Fillipa Carneiro Silveira,Mulher
Gabriel Almeida Assumpcao,Homem
Luiz Henrique De Lacerda Abrahao,Homem
Alice Parrela Medrado,Mulher
Anelito Pereira De Oliveira,Homem
Valdirlen Do Nascimento Loyolla,Homem
Ricardo De Oliveira Toledo,Homem
Rodrigo Siqueira Batista,Homem
Rogerio Antonio Picoli,Homem
Paulo Roberto Andrade De Almeida,Homem
Adelmo Jose Da Silva,Homem
Fabio Rodrigo Leite,Homem
Gloria Maria Ferreira Ribeiro,Mulher
Cicero Romao Resende De Araujo,Homem
Patricio Tierno,Homem
Breno Andrade Zuppolini,Homem
Alexandre De Oliveira Ferreira,Homem
Sergio Xavier Gomes De Araujo,Homem
Cristina Foroni Consani,Mulher
Benito Eduardo Araujo Maeso,Homem
Alexander Goncalves,Homem
Nelsi Kistemacher Welter,Mulher
Douglas Antonio Bassani,Homem
Alcione Roberto Roani,Mulher
Gustavo Giora,Homem
Bruno Ramos Mendonca,Homem
Odair Neitzel,Homem
Mitieli Seixas Da Silva,Mulher
Rodrigo Marcos De Jesus,Homem
Eduardo Wolf Pereira,Homem
Antonio Luis Costa Vargas,Homem
Diego De Paiva Vasconcelos,Homem
Douglas Aparecido Bueno,Homem
Daiane Martins Rocha Esis Steines,Mulher
Douglas Oliveira Callegari,Homem
Tiziana Cocchieri,Mulher
Joao Silva Lima,Homem
Francisco Rafael Leidens,Homem
Marcos Alexandre Borges,Homem
Elialdo Rodrigues De Oliveira,Homem
Oziris Alves Guimaraes,Homem
Claudio Sipert,Homem
Saulo Monteiro Martinho De Matos,Homem
Jorge Alberto Ramos Sarmento,Homem
Cesar Augusto Mathias De Alencar,Homem
Daniel Rodrigues Ramos,Homem
Leandro De Araujo Sardeiro,Homem
Lucas Rocha Faustino,Homem
Fabio Caires Correia,Homem
Ralph Leal Heck,Homem
Erminio De Sousa Nascimento,Homem
Ivanio Lopes De Azevedo Junior,Homem
Francisco Joatan Freitas Santos Junior,Homem
Francisco Luciano Teixeira Filho,Homem
Regiane Lorenzetti Collares,Mulher
Camila Do Espirito Santo Prado De Oliveira,Mulher
Italo Lins Lemos,Homem
Francisco Jose Da Silva,Homem
Francione Charapa Alves,Mulher
Fernando Sepe Gimbo,Homem
Valdetonio Pereira De Alencar,Homem
Jose Gladstone Almeida Junior,Homem
Raquel Patriota Da Silva,Mulher
Paulo Eduardo Bodziak Junior,Homem
Ricardo Evangelista Brandao,Homem
Lucas Ollyver Goncalves Barbosa,Homem
Evandro Da Fonseca Costa,Homem
Willamis Aprigio De Araujo,Homem
Jandui Evangelista De Oliveira,Homem
Nalfran Modesto Benvinda,Homem
Patrocinio Solon Freire,Homem
Livia Ribeiro Lins,Mulher
Luis Lucas Dantas Da Silva,Homem
Cristiano Dias Da Silva,Homem
Eduardo Barbosa Vergolino,Homem
Joao Batista Farias Junior,Homem
Andre Ricardo Dias Santos,Homem
Rafael Lucas De Lima,Homem
Jose Aldo Camurca De Araujo Neto,Homem
Jorge Alberto Molina,Homem
Emanoel Luis Roque Soares,Homem
Giovana Carmo Temple,Mulher
Kleyson Rosario Assis,Homem
Ricardo Henrique Resende De Andrade,Homem
Rafael Dos Reis Ferreira,Homem
Matheus Barreto Pazos De Oliveira,Homem
Geovana Da Paz Monteiro,Mulher
Pablo Enrique Abraham Zunino,Homem
Ana Carolina Reis Pereira,Mulher
Fabio Falcao Oliveira,Homem
Marcio Jarek,Homem
Claudio Vinicius Felix Medeiros,Homem
Alyne De Castro Costa,Mulher
Fellipe Pinheiro De Oliveira,Homem
Sulamita Fonseca Lino,Mulher
Isabel Coelho Fragelli,Mulher
Eli Vagner Francisco Rodrigues,Homem
Paula Ferreira Vermeersch,Mulher
Polyana Cristina Tidre,Mulher
Mauro Dela Bandera Arco Junior,Homem
Vanessa Furtado Fontana,Mulher
Martha Gabrielly Coletto Costa,Mulher
Gustavo Hessmann Dalaqua,Homem
Stela Maris Da Silva,Mulher
Leandro Sousa Costa,Homem
Paolo Colosso,Homem
Nara Miranda De Figueiredo,Mulher
Hernán Ramiro Ramirez,Homem
Lucas Mateus Dalsotto,Homem
Lucio Alvaro Marques,Homem
Maria Veralice Barroso,Mulher
Ana Paula Aparecida Caixeta,Mulher
